id,Period,Data_value,Series_title_2
4097,2003.1,1724.6,Debit
4098,2003.11,1731.7,Debit
4099,2003.12,1755.9,Debit
4100,2004.01,1755.0,Debit
4101,2004.02,1760.0,Debit
4102,2004.03,1782.6,Debit
4103,2004.04,1799.5,Debit
4104,2004.05,1805.9,Debit
4105,2004.06,1816.8,Debit
4106,2004.07,1829.9,Debit
4107,2004.08,1838.0,Debit
4108,2004.09,1852.1,Debit
4109,2004.1,1847.6,Debit
4110,2004.11,1872.3,Debit
4111,2004.12,1873.9,Debit
4112,2005.01,1901.7,Debit
4113,2005.02,1917.1,Debit
4114,2005.03,1922.2,Debit
4115,2005.04,1939.3,Debit
4116,2005.05,1937.4,Debit
4117,2005.06,1961.4,Debit
4118,2005.07,1979.2,Debit
4119,2005.08,1989.0,Debit
4120,2005.09,2008.3,Debit
4121,2005.1,2027.3,Debit
4122,2005.11,2036.9,Debit
4123,2005.12,2011.4,Debit
4124,2006.01,2059.1,Debit
4125,2006.02,2056.3,Debit
4126,2006.03,2082.0,Debit
4127,2006.04,2100.4,Debit
4128,2006.05,2123.0,Debit
4129,2006.06,2146.2,Debit
4130,2006.07,2151.1,Debit
4131,2006.08,2164.6,Debit
4132,2006.09,2167.6,Debit
4133,2006.1,2203.1,Debit
4134,2006.11,2210.4,Debit
4135,2006.12,2242.6,Debit
4136,2007.01,2248.9,Debit
4137,2007.02,2286.7,Debit
4138,2007.03,2295.8,Debit
4139,2007.04,2316.1,Debit
4140,2007.05,2327.0,Debit
4141,2007.06,2348.4,Debit
4142,2007.07,2355.9,Debit
4143,2007.08,2366.2,Debit
4144,2007.09,2391.0,Debit
4145,2007.1,2385.9,Debit
4146,2007.11,2413.9,Debit
4147,2007.12,2432.6,Debit
4148,2008.01,2433.3,Debit
4149,2008.02,2436.3,Debit
4150,2008.03,2436.1,Debit
4151,2008.04,2446.2,Debit
4152,2008.05,2463.4,Debit
4153,2008.06,2441.8,Debit
4154,2008.07,2474.6,Debit
4155,2008.08,2502.1,Debit
4156,2008.09,2517.4,Debit
4157,2008.1,2549.7,Debit
4158,2008.11,2534.4,Debit
4159,2008.12,2529.5,Debit
4160,2009.01,2536.7,Debit
4161,2009.02,2557.9,Debit
4162,2009.03,2567.5,Debit
4163,2009.04,2584.5,Debit
4164,2009.05,2617.7,Debit
4165,2009.06,2598.7,Debit
4166,2009.07,2621.0,Debit
4167,2009.08,2648.8,Debit
4168,2009.09,2662.4,Debit
4169,2009.1,2645.4,Debit
4170,2009.11,2652.7,Debit
4171,2009.12,2684.0,Debit
4172,2010.01,2697.5,Debit
4173,2010.02,2703.9,Debit
4174,2010.03,2738.0,Debit
4175,2010.04,2698.4,Debit
4176,2010.05,2711.5,Debit
4177,2010.06,2737.5,Debit
4178,2010.07,2760.0,Debit
4179,2010.08,2773.9,Debit
4180,2010.09,2801.6,Debit
4181,2010.1,2844.2,Debit
4182,2010.11,2859.7,Debit
4183,2010.12,2863.8,Debit
4184,2011.01,2881.9,Debit
4185,2011.02,2889.4,Debit
4186,2011.03,2946.2,Debit
4187,2011.04,2970.8,Debit
4188,2011.05,2949.6,Debit
4189,2011.06,2967.7,Debit
4190,2011.07,2994.1,Debit
4191,2011.08,2981.7,Debit
4192,2011.09,2992.1,Debit
4193,2011.1,3017.4,Debit
4194,2011.11,3016.0,Debit
4195,2011.12,3012.6,Debit
4196,2012.01,3054.5,Debit
4197,2012.02,3059.6,Debit
4198,2012.03,3070.0,Debit
4199,2012.04,3092.7,Debit
4200,2012.05,3112.9,Debit
4201,2012.06,3116.6,Debit
4202,2012.07,3115.0,Debit
4203,2012.08,3140.5,Debit
4204,2012.09,3152.5,Debit
4205,2012.1,3140.3,Debit
4206,2012.11,3165.8,Debit
4207,2012.12,3175.9,Debit
4208,2013.01,3211.4,Debit
4209,2013.02,3219.5,Debit
4210,2013.03,3207.3,Debit
4211,2013.04,3227.3,Debit
4212,2013.05,3217.4,Debit
4213,2013.06,3256.0,Debit
4214,2013.07,3264.1,Debit
4215,2013.08,3277.5,Debit
4216,2013.09,3275.0,Debit
4217,2013.1,3296.8,Debit
4218,2013.11,3306.3,Debit
4219,2013.12,3334.4,Debit
4220,2014.01,3300.2,Debit
4221,2014.02,3345.5,Debit
4222,2014.03,3341.8,Debit
4223,2014.04,3343.4,Debit
4224,2014.05,3395.3,Debit
4225,2014.06,3370.7,Debit
4226,2014.07,3376.0,Debit
4227,2014.08,3386.9,Debit
4228,2014.09,3375.6,Debit
4229,2014.1,3397.7,Debit
4230,2014.11,3408.5,Debit
4231,2014.12,3405.1,Debit
4232,2015.01,3417.8,Debit
4233,2015.02,3424.4,Debit
4234,2015.03,3456.6,Debit
4235,2015.04,3419.4,Debit
4236,2015.05,3460.1,Debit
4237,2015.06,3451.2,Debit
4238,2015.07,3463.9,Debit
4239,2015.08,3470.0,Debit
4240,2015.09,3487.9,Debit
4241,2015.1,3466.8,Debit
4242,2015.11,3471.6,Debit
4243,2015.12,3510.0,Debit
4244,2016.01,3492.7,Debit
4245,2016.02,3505.7,Debit
4246,2016.03,3500.7,Debit
4247,2016.04,3548.6,Debit
4248,2016.05,3507.0,Debit
4249,2016.06,3540.2,Debit
4250,2016.07,3557.1,Debit
4251,2016.08,3471.8,Debit
4252,2016.09,3511.2,Debit
4253,2016.1,3522.1,Debit
4254,2016.11,3502.4,Debit
4255,2016.12,3487.4,Debit
4256,2017.01,3521.8,Debit
4257,2017.02,3502.6,Debit
4258,2017.03,3474.3,Debit
4259,2017.04,3500.8,Debit
4260,2017.05,3500.5,Debit
4261,2017.06,3477.4,Debit
4262,2017.07,3457.0,Debit
4263,2017.08,3467.4,Debit
4264,2017.09,3469.0,Debit
4265,2017.1,3479.4,Debit
4266,2017.11,3493.9,Debit
4267,2017.12,3481.2,Debit
4268,2018.01,3433.0,Debit
4269,2018.02,3415.7,Debit
4270,2018.03,3450.6,Debit
4271,2018.04,3407.3,Debit
4272,2018.05,3431.1,Debit
4273,2018.06,3439.3,Debit
4274,2018.07,3452.8,Debit
4275,2018.08,3452.3,Debit
4276,2018.09,3487.2,Debit
4277,2018.1,3441.1,Debit
4278,2018.11,3407.5,Debit
4279,2018.12,3403.5,Debit
4280,2019.01,3427.9,Debit
4281,2019.02,3427.4,Debit
4282,2019.03,3437.8,Debit
4283,2019.04,3439.1,Debit
4284,2019.05,3427.8,Debit
4285,2019.06,3430.8,Debit
4286,2019.07,3441.1,Debit
4287,2019.08,3484.2,Debit
4288,2019.09,3499.9,Debit
4289,2019.1,3484.7,Debit
4290,2019.11,3471.3,Debit
4291,2019.12,3462.5,Debit
4292,2020.01,3445.2,Debit
4293,2020.02,3502.8,Debit
4294,2020.03,3147.6,Debit
4295,2020.04,1175.4,Debit
4296,2020.05,2389.4,Debit
4297,2020.06,3094.0,Debit
4298,2020.07,3215.3,Debit
4299,2020.08,2895.1,Debit
4300,2020.09,3124.1,Debit
4301,2020.1,3114.0,Debit
4302,2020.11,3122.4,Debit
4303,2020.12,3096.8,Debit
4304,2021.01,3097.1,Debit
4305,2021.02,3013.4,Debit
4306,2021.03,3027.7,Debit
4307,2021.04,3084.1,Debit
4308,2021.05,3107.9,Debit
4309,2021.06,3136.0,Debit
4310,2021.07,3119.0,Debit
4311,2021.08,2262.9,Debit
4312,2021.09,2225.7,Debit
4313,2021.1,2461.1,Debit
4314,2021.11,2709.4,Debit
4315,2021.12,2776.4,Debit
4316,2022.01,2851.3,Debit
4317,2022.02,2690.9,Debit
4318,2022.03,2691.1,Debit
4319,2022.04,2806.5,Debit
4320,2022.05,2848.4,Debit
4321,2022.06,2839.8,Debit
4322,2022.07,2826.6,Debit
4323,2022.08,2916.7,Debit
4324,2022.09,2970.6,Debit
4325,2022.1,2960.3,Debit
4326,2022.11,2941.5,Debit
4327,2022.12,2843.9,Debit
4955,2002.1,1233.7,Credit
4956,2002.11,1244.8,Credit
4957,2002.12,1254.6,Credit
4958,2003.01,1261.9,Credit
4959,2003.02,1264.5,Credit
4960,2003.03,1263.2,Credit
4961,2003.04,1264.1,Credit
4962,2003.05,1270.7,Credit
4963,2003.06,1283.4,Credit
4964,2003.07,1298.7,Credit
4965,2003.08,1314.6,Credit
4966,2003.09,1331.8,Credit
4967,2003.1,1353.0,Credit
4968,2003.11,1377.7,Credit
4969,2003.12,1402.9,Credit
4970,2004.01,1424.7,Credit
4971,2004.02,1442.6,Credit
4972,2004.03,1457.9,Credit
4973,2004.04,1472.1,Credit
4974,2004.05,1485.4,Credit
4975,2004.06,1498.0,Credit
4976,2004.07,1509.8,Credit
4977,2004.08,1522.1,Credit
4978,2004.09,1535.5,Credit
4979,2004.1,1548.1,Credit
4980,2004.11,1560.4,Credit
4981,2004.12,1570.3,Credit
4982,2005.01,1579.9,Credit
4983,2005.02,1590.1,Credit
4984,2005.03,1602.0,Credit
4985,2005.04,1615.8,Credit
4986,2005.05,1630.2,Credit
4987,2005.06,1643.3,Credit
4988,2005.07,1656.1,Credit
4989,2005.08,1668.6,Credit
4990,2005.09,1679.4,Credit
4991,2005.1,1687.3,Credit
4992,2005.11,1694.5,Credit
4993,2005.12,1705.1,Credit
4994,2006.01,1720.8,Credit
4995,2006.02,1742.6,Credit
4996,2006.03,1767.6,Credit
4997,2006.04,1789.0,Credit
4998,2006.05,1806.2,Credit
4999,2006.06,1819.4,Credit
5000,2006.07,1829.8,Credit
5001,2006.08,1839.0,Credit
5002,2006.09,1849.2,Credit
5003,2006.1,1861.2,Credit
5004,2006.11,1872.9,Credit
5005,2006.12,1886.4,Credit
5006,2007.01,1900.3,Credit
5007,2007.02,1911.1,Credit
5008,2007.03,1920.1,Credit
5009,2007.04,1928.7,Credit
5010,2007.05,1937.6,Credit
5011,2007.06,1948.1,Credit
5012,2007.07,1959.7,Credit
5013,2007.08,1972.4,Credit
5014,2007.09,1987.5,Credit
5015,2007.1,2008.0,Credit
5016,2007.11,2029.0,Credit
5017,2007.12,2042.0,Credit
5018,2008.01,2046.5,Credit
5019,2008.02,2047.8,Credit
5020,2008.03,2050.6,Credit
5021,2008.04,2058.7,Credit
5022,2008.05,2068.1,Credit
5023,2008.06,2075.5,Credit
5024,2008.07,2079.4,Credit
5025,2008.08,2077.7,Credit
5026,2008.09,2066.2,Credit
5027,2008.1,2041.4,Credit
5028,2008.11,2011.8,Credit
5029,2008.12,1989.6,Credit
5030,2009.01,1980.7,Credit
5031,2009.02,1982.5,Credit
5032,2009.03,1985.4,Credit
5033,2009.04,1984.7,Credit
5034,2009.05,1984.9,Credit
5035,2009.06,1990.2,Credit
5036,2009.07,1999.2,Credit
5037,2009.08,2004.9,Credit
5038,2009.09,2007.2,Credit
5039,2009.1,2009.6,Credit
5040,2009.11,2014.4,Credit
5041,2009.12,2023.6,Credit
5042,2010.01,2031.5,Credit
5043,2010.02,2033.7,Credit
5044,2010.03,2033.3,Credit
5045,2010.04,2033.5,Credit
5046,2010.05,2035.1,Credit
5047,2010.06,2039.2,Credit
5048,2010.07,2046.3,Credit
5049,2010.08,2056.2,Credit
5050,2010.09,2066.1,Credit
5051,2010.1,2077.1,Credit
5052,2010.11,2088.2,Credit
5053,2010.12,2097.8,Credit
5054,2011.01,2108.8,Credit
5055,2011.02,2121.3,Credit
5056,2011.03,2131.8,Credit
5057,2011.04,2142.3,Credit
5058,2011.05,2151.0,Credit
5059,2011.06,2156.7,Credit
5060,2011.07,2162.4,Credit
5061,2011.08,2172.5,Credit
5062,2011.09,2187.5,Credit
5063,2011.1,2204.5,Credit
5064,2011.11,2218.5,Credit
5065,2011.12,2226.5,Credit
5066,2012.01,2226.4,Credit
5067,2012.02,2226.4,Credit
5068,2012.03,2231.3,Credit
5069,2012.04,2237.1,Credit
5070,2012.05,2242.6,Credit
5071,2012.06,2250.5,Credit
5072,2012.07,2261.0,Credit
5073,2012.08,2274.2,Credit
5074,2012.09,2288.0,Credit
5075,2012.1,2300.6,Credit
5076,2012.11,2312.1,Credit
5077,2012.12,2322.8,Credit
5078,2013.01,2337.5,Credit
5079,2013.02,2353.3,Credit
5080,2013.03,2369.9,Credit
5081,2013.04,2390.7,Credit
5082,2013.05,2416.1,Credit
5083,2013.06,2439.9,Credit
5084,2013.07,2458.7,Credit
5085,2013.08,2470.9,Credit
5086,2013.09,2482.2,Credit
5087,2013.1,2493.9,Credit
5088,2013.11,2510.2,Credit
5089,2013.12,2527.6,Credit
5090,2014.01,2539.2,Credit
5091,2014.02,2544.4,Credit
5092,2014.03,2549.6,Credit
5093,2014.04,2557.4,Credit
5094,2014.05,2569.7,Credit
5095,2014.06,2582.6,Credit
5096,2014.07,2594.9,Credit
5097,2014.08,2608.7,Credit
5098,2014.09,2627.1,Credit
5099,2014.1,2646.9,Credit
5100,2014.11,2660.4,Credit
5101,2014.12,2669.6,Credit
5102,2015.01,2680.2,Credit
5103,2015.02,2696.6,Credit
5104,2015.03,2720.3,Credit
5105,2015.04,2748.2,Credit
5106,2015.05,2778.7,Credit
5107,2015.06,2811.2,Credit
5108,2015.07,2843.2,Credit
5109,2015.08,2868.6,Credit
5110,2015.09,2888.1,Credit
5111,2015.1,2909.0,Credit
5112,2015.11,2931.8,Credit
5113,2015.12,2949.6,Credit
5114,2016.01,2961.3,Credit
5115,2016.02,2972.0,Credit
5116,2016.03,2989.3,Credit
5117,2016.04,3019.0,Credit
5118,2016.05,3053.4,Credit
5119,2016.06,3081.4,Credit
5120,2016.07,3103.7,Credit
5121,2016.08,3131.3,Credit
5122,2016.09,3173.9,Credit
5123,2016.1,3231.1,Credit
5124,2016.11,3304.8,Credit
5125,2016.12,3390.0,Credit
5126,2017.01,3478.4,Credit
5127,2017.02,3562.1,Credit
5128,2017.03,3626.8,Credit
5129,2017.04,3666.9,Credit
5130,2017.05,3689.6,Credit
5131,2017.06,3710.5,Credit
5132,2017.07,3737.8,Credit
5133,2017.08,3770.0,Credit
5134,2017.09,3805.2,Credit
5135,2017.1,3844.0,Credit
5136,2017.11,3889.1,Credit
5137,2017.12,3943.3,Credit
5138,2018.01,3994.4,Credit
5139,2018.02,4031.1,Credit
5140,2018.03,4049.4,Credit
5141,2018.04,4058.7,Credit
5142,2018.05,4069.4,Credit
5143,2018.06,4092.4,Credit
5144,2018.07,4130.7,Credit
5145,2018.08,4174.7,Credit
5146,2018.09,4206.3,Credit
5147,2018.1,4226.6,Credit
5148,2018.11,4242.4,Credit
5149,2018.12,4264.9,Credit
5150,2019.01,4297.7,Credit
5151,2019.02,4325.7,Credit
5152,2019.03,4335.1,Credit
5153,2019.04,4322.3,Credit
5154,2019.05,4305.3,Credit
5155,2019.06,4302.0,Credit
5156,2019.07,4309.6,Credit
5157,2019.08,4330.9,Credit
5158,2019.09,4361.8,Credit
5159,2019.1,4400.1,Credit
5160,2019.11,4444.6,Credit
5161,2019.12,4486.7,Credit
5162,2020.01,4529.7,Credit
5163,2020.02,4576.9,Credit
5164,2002.1,1591.7,Debit
5165,2002.11,1595.4,Debit
5166,2002.12,1599.6,Debit
5167,2003.01,1604.0,Debit
5168,2003.02,1609.7,Debit
5169,2003.03,1619.0,Debit
5170,2003.04,1632.3,Debit
5171,2003.05,1649.0,Debit
5172,2003.06,1666.7,Debit
5173,2003.07,1683.5,Debit
5174,2003.08,1697.4,Debit
5175,2003.09,1710.2,Debit
5176,2003.1,1723.6,Debit
5177,2003.11,1735.9,Debit
5178,2003.12,1746.7,Debit
5179,2004.01,1756.9,Debit
5180,2004.02,1767.9,Debit
5181,2004.03,1780.7,Debit
5182,2004.04,1794.4,Debit
5183,2004.05,1807.5,Debit
5184,2004.06,1818.9,Debit
5185,2004.07,1828.7,Debit
5186,2004.08,1838.3,Debit
5187,2004.09,1846.9,Debit
5188,2004.1,1855.4,Debit
5189,2004.11,1866.8,Debit
5190,2004.12,1881.4,Debit
5191,2005.01,1898.1,Debit
5192,2005.02,1913.1,Debit
5193,2005.03,1924.5,Debit
5194,2005.04,1934.8,Debit
5195,2005.05,1945.7,Debit
5196,2005.06,1959.5,Debit
5197,2005.07,1975.5,Debit
5198,2005.08,1992.7,Debit
5199,2005.09,2009.1,Debit
5200,2005.1,2023.8,Debit
5201,2005.11,2036.0,Debit
5202,2005.12,2045.1,Debit
5203,2006.01,2053.5,Debit
5204,2006.02,2064.6,Debit
5205,2006.03,2081.0,Debit
5206,2006.04,2101.4,Debit
5207,2006.05,2122.7,Debit
5208,2006.06,2139.8,Debit
5209,2006.07,2152.4,Debit
5210,2006.08,2163.6,Debit
5211,2006.09,2177.3,Debit
5212,2006.1,2194.6,Debit
5213,2006.11,2215.1,Debit
5214,2006.12,2236.6,Debit
5215,2007.01,2258.2,Debit
5216,2007.02,2278.5,Debit
5217,2007.03,2298.0,Debit
5218,2007.04,2315.2,Debit
5219,2007.05,2330.1,Debit
5220,2007.06,2344.1,Debit
5221,2007.07,2357.5,Debit
5222,2007.08,2369.5,Debit
5223,2007.09,2382.5,Debit
5224,2007.1,2397.2,Debit
5225,2007.11,2412.7,Debit
5226,2007.12,2425.3,Debit
5227,2008.01,2432.8,Debit
5228,2008.02,2437.0,Debit
5229,2008.03,2440.8,Debit
5230,2008.04,2447.4,Debit
5231,2008.05,2456.5,Debit
5232,2008.06,2468.0,Debit
5233,2008.07,2482.2,Debit
5234,2008.08,2498.7,Debit
5235,2008.09,2514.5,Debit
5236,2008.1,2525.3,Debit
5237,2008.11,2530.5,Debit
5238,2008.12,2534.4,Debit
5239,2009.01,2540.9,Debit
5240,2009.02,2553.8,Debit
5241,2009.03,2571.0,Debit
5242,2009.04,2587.1,Debit
5243,2009.05,2600.0,Debit
5244,2009.06,2613.4,Debit
5245,2009.07,2628.0,Debit
5246,2009.08,2640.1,Debit
5247,2009.09,2649.0,Debit
5248,2009.1,2656.1,Debit
5249,2009.11,2664.1,Debit
5250,2009.12,2677.8,Debit
5251,2010.01,2692.9,Debit
5252,2010.02,2701.7,Debit
5253,2010.03,2703.6,Debit
5254,2010.04,2706.7,Debit
5255,2010.05,2716.6,Debit
5256,2010.06,2732.9,Debit
5257,2010.07,2754.7,Debit
5258,2010.08,2780.8,Debit
5259,2010.09,2808.0,Debit
5260,2010.1,2834.0,Debit
5261,2010.11,2853.5,Debit
5262,2010.12,2867.8,Debit
5263,2011.01,2884.2,Debit
5264,2011.02,2906.1,Debit
5265,2011.03,2929.4,Debit
5266,2011.04,2949.2,Debit
5267,2011.05,2963.1,Debit
5268,2011.06,2971.7,Debit
5269,2011.07,2979.4,Debit
5270,2011.08,2990.0,Debit
5271,2011.09,2998.4,Debit
5272,2011.1,3005.6,Debit
5273,2011.11,3015.8,Debit
5274,2011.12,3028.5,Debit
5275,2012.01,3042.1,Debit
5276,2012.02,3058.7,Debit
5277,2012.03,3077.0,Debit
5278,2012.04,3092.5,Debit
5279,2012.05,3104.7,Debit
5280,2012.06,3116.6,Debit
5281,2012.07,3126.1,Debit
5282,2012.08,3134.6,Debit
5283,2012.09,3142.5,Debit
5284,2012.1,3151.9,Debit
5285,2012.11,3165.6,Debit
5286,2012.12,3182.9,Debit
5287,2013.01,3200.9,Debit
5288,2013.02,3212.1,Debit
5289,2013.03,3216.8,Debit
5290,2013.04,3221.6,Debit
5291,2013.05,3231.9,Debit
5292,2013.06,3247.1,Debit
5293,2013.07,3261.9,Debit
5294,2013.08,3273.0,Debit
5295,2013.09,3284.4,Debit
5296,2013.1,3295.6,Debit
5297,2013.11,3308.1,Debit
5298,2013.12,3319.6,Debit
5299,2014.01,3327.7,Debit
5300,2014.02,3334.4,Debit
5301,2014.03,3343.3,Debit
5302,2014.04,3353.7,Debit
5303,2014.05,3364.7,Debit
5304,2014.06,3372.3,Debit
5305,2014.07,3377.6,Debit
5306,2014.08,3381.3,Debit
5307,2014.09,3386.5,Debit
5308,2014.1,3394.3,Debit
5309,2014.11,3401.3,Debit
5310,2014.12,3410.7,Debit
5311,2015.01,3419.9,Debit
5312,2015.02,3428.2,Debit
5313,2015.03,3436.2,Debit
5314,2015.04,3442.6,Debit
5315,2015.05,3447.8,Debit
5316,2015.06,3455.4,Debit
5317,2015.07,3464.9,Debit
5318,2015.08,3471.0,Debit
5319,2015.09,3473.8,Debit
5320,2015.1,3478.0,Debit
5321,2015.11,3483.8,Debit
5322,2015.12,3489.9,Debit
5323,2016.01,3498.5,Debit
5324,2016.02,3506.9,Debit
5325,2016.03,3513.2,Debit
5326,2016.04,3521.8,Debit
5327,2016.05,3531.1,Debit
5328,2016.06,3534.7,Debit
5329,2016.07,3533.1,Debit
5330,2016.08,3528.1,Debit
5331,2016.09,3519.4,Debit
5332,2016.1,3509.4,Debit
5333,2016.11,3506.1,Debit
5334,2016.12,3504.5,Debit
5335,2017.01,3501.1,Debit
5336,2017.02,3498.4,Debit
5337,2017.03,3497.0,Debit
5338,2017.04,3493.2,Debit
5339,2017.05,3486.9,Debit
5340,2017.06,3478.7,Debit
5341,2017.07,3468.9,Debit
5342,2017.08,3465.1,Debit
5343,2017.09,3472.8,Debit
5344,2017.1,3482.6,Debit
5345,2017.11,3480.8,Debit
5346,2017.12,3467.8,Debit
5347,2018.01,3448.9,Debit
5348,2018.02,3431.9,Debit
5349,2018.03,3423.3,Debit
5350,2018.04,3424.4,Debit
5351,2018.05,3431.0,Debit
5352,2018.06,3439.2,Debit
5353,2018.07,3448.5,Debit
5354,2018.08,3453.0,Debit
5355,2018.09,3445.2,Debit
5356,2018.1,3431.6,Debit
5357,2018.11,3418.9,Debit
5358,2018.12,3414.1,Debit
5359,2019.01,3419.0,Debit
5360,2019.02,3428.4,Debit
5361,2019.03,3434.5,Debit
5362,2019.04,3433.1,Debit
5363,2019.05,3430.9,Debit
5364,2019.06,3437.3,Debit
5365,2019.07,3453.7,Debit
5366,2019.08,3474.1,Debit
5367,2019.09,3487.5,Debit
5368,2019.1,3487.5,Debit
5369,2019.11,3477.0,Debit
5370,2019.12,3463.0,Debit
5371,2020.01,3449.0,Debit
5372,2020.02,3430.2,Debit
6102,2002.1,74.8,Services
6103,2002.11,76.2,Services
6104,2002.12,83.6,Services
6105,2003.01,70.2,Services
6106,2003.02,68.8,Services
6107,2003.03,75.2,Services
6108,2003.04,72.1,Services
6109,2003.05,80.8,Services
6110,2003.06,71.8,Services
6111,2003.07,82.1,Services
6112,2003.08,79.7,Services
6113,2003.09,79.8,Services
6114,2003.1,84.0,Services
6115,2003.11,83.3,Services
6116,2003.12,97.7,Services
6117,2004.01,78.8,Services
6118,2004.02,79.0,Services
6119,2004.03,92.3,Services
6120,2004.04,88.6,Services
6121,2004.05,88.4,Services
6122,2004.06,88.9,Services
6123,2004.07,95.3,Services
6124,2004.08,89.8,Services
6125,2004.09,94.2,Services
6126,2004.1,92.5,Services
6127,2004.11,99.6,Services
6128,2004.12,113.6,Services
6129,2005.01,84.9,Services
6130,2005.02,92.8,Services
6131,2005.03,100.9,Services
6132,2005.04,101.3,Services
6133,2005.05,101.3,Services
6134,2005.06,100.4,Services
6135,2005.07,103.5,Services
6136,2005.08,105.6,Services
6137,2005.09,106.6,Services
6138,2005.1,102.3,Services
6139,2005.11,112.0,Services
6140,2005.12,122.7,Services
6141,2006.01,95.7,Services
6142,2006.02,100.5,Services
6143,2006.03,117.5,Services
6144,2006.04,100.0,Services
6145,2006.05,115.8,Services
6146,2006.06,112.0,Services
6147,2006.07,113.1,Services
6148,2006.08,119.4,Services
6149,2006.09,116.3,Services
6150,2006.1,116.3,Services
6151,2006.11,126.6,Services
6152,2006.12,135.4,Services
6153,2007.01,111.4,Services
6154,2007.02,113.6,Services
6155,2007.03,132.5,Services
6156,2007.04,113.0,Services
6157,2007.05,133.5,Services
6158,2007.06,122.9,Services
6159,2007.07,127.7,Services
6160,2007.08,135.5,Services
6161,2007.09,124.9,Services
6162,2007.1,133.1,Services
6163,2007.11,140.6,Services
6164,2007.12,146.5,Services
6165,2008.01,124.9,Services
6166,2008.02,131.5,Services
6167,2008.03,129.3,Services
6168,2008.04,135.3,Services
6169,2008.05,142.5,Services
6170,2008.06,127.3,Services
6171,2008.07,142.7,Services
6172,2008.08,137.4,Services
6173,2008.09,139.0,Services
6174,2008.1,144.7,Services
6175,2008.11,139.1,Services
6176,2008.12,160.5,Services
6177,2009.01,129.3,Services
6178,2009.02,129.4,Services
6179,2009.03,144.3,Services
6180,2009.04,139.1,Services
6181,2009.05,143.3,Services
6182,2009.06,138.5,Services
6183,2009.07,152.1,Services
6184,2009.08,141.4,Services
6185,2009.09,146.6,Services
6186,2009.1,151.0,Services
6187,2009.11,148.5,Services
6188,2009.12,172.5,Services
6189,2010.01,132.2,Services
6190,2010.02,137.4,Services
6191,2010.03,159.4,Services
6192,2010.04,144.2,Services
6193,2010.05,145.1,Services
6194,2010.06,147.1,Services
6195,2010.07,156.8,Services
6196,2010.08,149.9,Services
6197,2010.09,155.3,Services
6198,2010.1,152.8,Services
6199,2010.11,163.5,Services
6200,2010.12,183.9,Services
6201,2011.01,136.1,Services
6202,2011.02,145.6,Services
6203,2011.03,166.6,Services
6204,2011.04,150.6,Services
6205,2011.05,159.1,Services
6206,2011.06,157.4,Services
6207,2011.07,161.0,Services
6208,2011.08,164.4,Services
6209,2011.09,165.4,Services
6210,2011.1,161.2,Services
6211,2011.11,175.5,Services
6212,2011.12,191.4,Services
6213,2012.01,148.6,Services
6214,2012.02,162.0,Services
6215,2012.03,178.3,Services
6216,2012.04,153.1,Services
6217,2012.05,178.4,Services
6218,2012.06,166.7,Services
6219,2012.07,171.6,Services
6220,2012.08,180.2,Services
6221,2012.09,168.1,Services
6222,2012.1,179.4,Services
6223,2012.11,190.4,Services
6224,2012.12,195.0,Services
6225,2013.01,166.7,Services
6226,2013.02,166.0,Services
6227,2013.03,180.8,Services
6228,2013.04,174.3,Services
6229,2013.05,194.2,Services
6230,2013.06,171.2,Services
6231,2013.07,190.9,Services
6232,2013.08,193.0,Services
6233,2013.09,183.3,Services
6234,2013.1,211.5,Services
6235,2013.11,215.4,Services
6236,2013.12,227.8,Services
6237,2014.01,193.8,Services
6238,2014.02,191.3,Services
6239,2014.03,211.5,Services
6240,2014.04,196.4,Services
6241,2014.05,223.9,Services
6242,2014.06,199.6,Services
6243,2014.07,219.8,Services
6244,2014.08,208.4,Services
6245,2014.09,209.4,Services
6246,2014.1,221.8,Services
6247,2014.11,221.8,Services
6248,2014.12,250.5,Services
6249,2015.01,204.9,Services
6250,2015.02,204.1,Services
6251,2015.03,231.3,Services
6252,2015.04,209.2,Services
6253,2015.05,227.2,Services
6254,2015.06,222.0,Services
6255,2015.07,252.6,Services
6256,2015.08,226.4,Services
6257,2015.09,233.7,Services
6258,2015.1,239.0,Services
6259,2015.11,234.6,Services
6260,2015.12,268.4,Services
6261,2016.01,214.2,Services
6262,2016.02,223.6,Services
6263,2016.03,245.8,Services
6264,2016.04,240.7,Services
6265,2016.05,243.6,Services
6266,2016.06,240.0,Services
6267,2016.07,253.7,Services
6268,2016.08,250.0,Services
6269,2016.09,250.7,Services
6270,2016.1,245.0,Services
6271,2016.11,260.1,Services
6272,2016.12,285.9,Services
6273,2017.01,229.2,Services
6274,2017.02,241.1,Services
6275,2017.03,283.7,Services
6276,2017.04,237.5,Services
6277,2017.05,277.6,Services
6278,2017.06,267.9,Services
6279,2017.07,274.7,Services
6280,2017.08,286.3,Services
6281,2017.09,274.1,Services
6282,2017.1,275.4,Services
6283,2017.11,296.8,Services
6284,2017.12,307.5,Services
6285,2018.01,254.9,Services
6286,2018.02,257.8,Services
6287,2018.03,294.2,Services
6288,2018.04,265.1,Services
6289,2018.05,299.0,Services
6290,2018.06,280.6,Services
6291,2018.07,297.1,Services
6292,2018.08,304.1,Services
6293,2018.09,282.7,Services
6294,2018.1,303.2,Services
6295,2018.11,318.0,Services
6296,2018.12,319.5,Services
6297,2019.01,275.9,Services
